post_number,user,topic,raw,created_at,reply_to_post_number
8,kayguendel,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (35),"Die ideen Note 1, ich würde nach der umsetzung nochmal paar noten vergeben wollen",2017-08-31 08:34:09.40238,2
9,KAm,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (35),"für die Theorie eine 2 für die Praxis eine 4,5",2017-08-31 09:08:18.283377,NULL
10,lammar,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (35),"Klare 4, größtenteils populistisch und am Ziel vorbei. Lediglich die Zielsetzungen gegen Islamismus und für eine Verschärfung des Waffenrechts sind zielführend, alles andere verpufft und/oder verletzt das Recht auf informationelle Selbstbestimmung.",2017-08-31 09:57:03.020249,NULL
11,Mayakoenigin,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (35),"Ich würde die Note 2 vergeben, man sollte unterm Strich nicht vergessen, dass diese Maßnahmen nur deshalb notwendig sind, weil vorher diese Flüchtungspolitik betrieben wurde, die sich später als nicht richtig herauskristallisiert hat.",2017-08-31 10:26:30.206135,NULL
12,anonym6,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (35),Ich würde die Note 3 geben und zwar deshalb weil ich denke das nicht alles 1:1 umgesetzt werden wird.,2017-08-31 10:41:01.542308,NULL
13,biggi,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (35),ich würde eine zwei minus vergeben,2017-08-31 12:17:00.860049,NULL
14,flukas,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (35),Befriedigend.,2017-08-31 14:06:59.434837,NULL
15,stella,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (35),"Befriedigend. Hört sich gut an, aber jetzt wo das Kind schon in den Brunnen gefallen ist, dient der Plan unter anderem jetzt vor den Wahlen zur Beruhigung. Schwer umsetzbar, da die Drahtzieher bestens vernetzt sind.",2017-08-31 16:23:35.028583,NULL
16,anonym9,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (35),Meiner Meinung nach ein mangelhaft.,2017-08-31 16:43:03.394584,NULL
17,KM93,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (35),Ungenügend,2017-08-31 20:46:10.933695,NULL
18,Sammy,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (35),"Viele gute Versprechen, doch was nützen diese, wenn sie am Ende nicht umgesetzt werden.",2017-09-01 09:12:38.057726,NULL
19,Afra,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (35),"Ich gebe nur ein ausreichend, da der größte Teil sowieso nicht umgesetzt wird.",2017-09-01 10:10:20.46796,NULL
20,Livia,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (35),Ich gebe 4 Schulnote.....zimilisch gut...,2017-09-01 10:49:34.863956,NULL
21,gfd,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (35),"Je strenger, desto besser",2017-09-01 12:06:30.840088,NULL
22,Steff,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (35),sehe ich genau so,2017-09-01 17:46:51.878118,8
23,Missi,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (35),"sehe ich auch so, dafür gibt es von mir.......den Daumen hoch::+1::+1:",2017-09-01 23:46:44.755767,4
24,renikellner,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (35),"wie in vielen Sachen , Theorie und Praxis Theorie 2 Praxis lässt sich noch nicht benoten , da könnte alles nach hinten los gehen",2017-09-02 09:27:43.506561,NULL
25,realhumans,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (35),"Bin auch im Durchschnitt eher bei einem ""gut"". Ein wichtiger Schritt, wenngleich man vieles davon einfach schon zig Mal gehört hat und das gar nicht mehr so neu alles ist.",2017-09-02 11:42:50.637402,NULL
26,pidder,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (35),"insgesamt würde ich den Plan selbst mit einem guten Befriedigend (3+) bewerten, aber es ist unverzichtbar, alles daran zu setzen, um den Plan auch 1 zu 1 in die Tat umzusetzen.",2017-09-02 18:09:00.877438,NULL
27,pidder,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (35),"genau, im Grunde genommen ist es wie bei Wahlversprechen, dass nämlich in der Praxis vieles von dem vergessen wurde, was vorher mit wunderschönen Worten versprochen wurde",2017-09-02 18:10:00.527499,24
28,pidder,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (35),"Mutti dürften nicht einmal dazu bereit sein, einen Flüchtling in ihrem eigenen Haus unterzubringen. Oder in ihrem Haushalt gegen ein wirklich faires Entgelt zu beschäftigen.",2017-09-02 18:11:38.64797,4
29,berna,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (35),ich gebe note 3,2017-09-02 19:11:26.052947,NULL
30,studentin,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (35),02. Mrz,2017-09-03 09:05:06.766694,NULL
31,fmanu,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (35),Von mir Note 2. Muss halt auch umgesetzt werden.,2017-09-03 09:31:34.759873,NULL
32,Simon,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (35),"Meiner Meinung nach geht dieser Plan vollkommen am Ziel (also zumindest an dem, was öffentlich als Ziel kommuniziert wird) vorbei. Deshalb kann ich ihn nur mit ""ungenügend"" bewerten.",2017-09-03 11:18:57.746406,NULL
33,Calculator,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (35),eine 4 ist doch ziemlich schlecht!,2017-09-04 06:09:41.556488,20
34,Gabriele,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (35),"Ein ""gut"" bekäme dieser 9-Punkte-Plan von mir, wenn er mindestens 18 Monate früher in Angriff genommen worden wäre... Diese längst überfälligen Punkte sind nur eine Reaktion auf den Terror - kurz vor dem Wahltag!",2017-09-04 19:01:07.623161,NULL
35,Luki89,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (35),"Eine 3 für eine gute Idee, die aber viel zu spät umgesetzt wird",2017-09-05 16:42:36.101673,NULL
1,system,Welche Punkte würden Sie ergänzen? (55),"<div class=wrap><img src=""/uploads/default/original/1X/c6f7ab6b050219fff081fe2cd42663a89300518f.jpg"" width=""690"" height=""460""></div> Der Neun-Punkte-Plan thematisiert bereits eine große Anzahl an Punkten, um den Terror zu bekämpfen. Allerdings gibt es durchaus noch einige andere Optionen, die nicht aufgegriffen werden. Uns interessiert: Sind wirklich alle relevanten Dinge im Plan enthalten oder fehlen noch welche? Welche Punkte würden Sie ergänzen, um die Bedrohung durch Terror noch effektiver zu bekämpfen? Klicken Sie dazu einfach auf Antworten und nennen Sie uns Ihre Ergänzungen. ## Machen Sie mit!",2017-07-26 11:03:31.569282,NULL
2,DietmarBartsch,Welche Punkte würden Sie ergänzen? (55),Wir brauchen eine friedliche Außenpolitik + einen sozialen Aufbruch,2017-07-26 12:36:09.384035,NULL
3,trautensteiner,Welche Punkte würden Sie ergänzen? (55),"Der 9-Punkte-Plan ist ja ganz nett, aber er wird wahrscheinlich genau so enden wie der ganze Aktionismus nach den Anschlägen, im Nichts. Wir sollten langsam anfangen die Gesetze und die Möglichkeiten die schon da sind auch anzuwenden. Hätte man das vor dem Anschlag in Berlin gemacht hätte er nie stattgefunden.",2017-08-29 10:15:28.715744,NULL
4,koppiklaus,Welche Punkte würden Sie ergänzen? (55),"Wird nur funktionieren wenn der 9-Punkte-Plan auch genauso angewendet wird. Ergänzend würde ich sagen, dass strafällige gewordene Flüchtlinge mit sofortiger Wirkung abgeschoben werden und nicht erst nach Monaten egal Krankheit, etc vorliegt.",2017-08-29 16:33:46.757502,NULL
5,Neuer78,Welche Punkte würden Sie ergänzen? (55),An den aussengrenzen verstärkt Sicherheit produzieren,2017-08-29 20:07:36.439294,4
6,Maria,Welche Punkte würden Sie ergänzen? (55),"Gilt der 9-Punkte-Plan eigentlich auch gegen Terror von innen ( Linksradikale , Rechtsradikale ) ? Radikale , straffällig gewordene Flüchtlinge sind nicht unser einziges Problem . Wir haben auch gefährliche , gewaltbereite Spinner unter der deutschen Bevölkerung , die das mit der Demokratie noch nicht so richtig verstanden haben.",2017-08-30 07:27:44.689784,NULL
7,Franzi2815,Welche Punkte würden Sie ergänzen? (55),Wir brauchen mehr sozial Kompetenz und das unsere Wünsche und Kritik ernst genommen werden,2017-08-30 10:00:38.764653,NULL
8,hermannschoepf,Welche Punkte würden Sie ergänzen? (55),"es wird immer so vieles über einige wenige darüber gestülpt, damit man das Volk mit anderen Dingen überraschen kann. Ich kann keine Handlung ausführen wenn ich nicht genügend qualifiziertes Personal habe. Und die Gesetzt sind zu lasch, überall unterschiedlich und die entsprechenden Dienststellen kommunizieren nicht miteinander. Ich denke wir sind ein Europa, aber jeder kocht seine eigene Suppe.",2017-08-30 11:55:36.424811,NULL
9,colbert,Welche Punkte würden Sie ergänzen? (55),"Nicht immer nur reden und diskutieren, sondern einfach machen, umsetzen und ausprobieren, ggf. nachbessern. Es dauert einfach immer viel zu lange bzw. müssen leider Gottes immer erst ganz viele schlimme Dinge geschehen, bevor die Behörden mal entsprechende Gesetze oder Vorschriften auf den Weg bringen.",2017-08-30 13:28:06.287955,NULL
10,Anatoli,Welche Punkte würden Sie ergänzen? (55),"Deutschland braucht ein starken "" Führer"" der Deutschland nach vorne bringt und nicht tötet!! Es Recht schon das die Regierung GIFT in unseren Gesellschaft mehr einfügt. Deutschland braucht ein Putin!!",2017-08-30 16:37:56.086473,NULL
11,MontanaDO,Welche Punkte würden Sie ergänzen? (55),Mehr Sicherheitskontrollen bei Einreisenden und nochmalige Personenkontrollen bei den Flüchtlingen.,2017-08-30 21:10:29.723803,NULL
12,Tina2012,Welche Punkte würden Sie ergänzen? (55),Die Umsetzung sollte zügig vorangehen und nicht an Behördlichen Schriftkram dran scheitern!!!,2017-08-31 04:04:43.045115,NULL
13,HubertK,Welche Punkte würden Sie ergänzen? (55),"Meiner Meinung nach gibt es nichts zu Ergänzen, aber die Punkte müssen schnellst möglich durchgesetz werde. und das ist in unserem Land ein grpßes Problem. Viel Reden, wenig Durchführung.",2017-08-31 08:08:21.211217,NULL
14,kayguendel,Welche Punkte würden Sie ergänzen? (55),"erstmal gut so nun umsetzen, nochmer punkte und die kommen alle wieder durcheinander",2017-08-31 08:35:35.656466,NULL
15,Redscarf79,Welche Punkte würden Sie ergänzen? (55),"Wir brauchen verstärkt Grenzkontrollen, damit das Problem gar nicht erst ins Land kommt und somit gar nicht erst zum Problem wird. Des weiteren brauchen wir sofortige Abschiebung bei kriminellen Migranten und auf lange Sicht, wie von der AfD gefordert, eine Minuszuwanderung, denn sonst werden unsere Sozialsysteme in kürzester Zeit zusammenbrechen. Familiennachzug sollte also nicht oder nur sehr begrenzt möglich sein. Beispiele für erfolgreiche Zuwanderungspolitik sind z.B. Kanada und Australien, man sollte sich an diesen Ländern orientieren und mit ihnen zusammenarbeiten um zu lernen wie es richtig geht. Allerdings ist das ganze der Regierung Merkel definitiv nicht zuzutrauen, da sie dieses Unglück erst forciert und heraufbeschworen hat.",2017-08-31 08:38:04.320961,NULL
16,pfuertiger,Welche Punkte würden Sie ergänzen? (55),Grundsätzlich halte ich es für sehr sinnvoll die gemachten Erfahrungen von Migration in unser Land zu nutzen und viel breiter zu diskutieren. Wirtschaftliche Interessen zu benennen und notwendige Partizipation zu diskutieren. Wenn Angst/Kontrolle vorherrscht sind die Kinder in den Brunnen gefallen....Leider ist die Sicht der Flüchtlingswelle aus 2015 so abgelegt. Sich aufzustellen gegen Terrorismus bedeutet eine sehr feinfühlige Balance zwischen empfundenen Schutz und der Lust auf ein freies und selbstbestimmtes Leben....,2017-08-31 08:57:24.799244,NULL
17,lammar,Welche Punkte würden Sie ergänzen? (55),"Im Bildungssystem muss eine Erziehung zur Mündigkeit und die Verteidigung der Republik gelehrt werden. Darüber hinaus sollte die Schuld nicht bei Asylsuchenden gesucht werden, sondern diesen viele mehr würdige Lebensumstände ermöglicht werden. Rechter Terror wird völlig übersehen.",2017-08-31 09:59:51.089203,NULL
18,sandracb,Welche Punkte würden Sie ergänzen? (55),"Flüchtlinge, die kriminell sind, müssen unverzüglich unser Land verlassen! Völlig egal, ob sie ihren Pass verloren haben oder psychisch krank sind!!!",2017-08-31 12:06:07.285896,NULL
19,Tiwolff,Welche Punkte würden Sie ergänzen? (55),"Die Punkte sind ja sehr nett, aber das alles ist einfach entweder nicht durchzusetzen oder nicht ausreichend. In der Theorie hört sich das meiste gut an, aber in der Praxis ....? Warum soll man sich immer nur auf die Flüchtlinge in Puncto Terror konzentrieren. Es sind doch auch immer wieder Deutsche mit Migrationshintergrund und auch Konvertierte. Wichtiger wäre doch, dass die Menschen egal welcher Religion sich in Deutschland wohler und integrierter fühlen können und somit kein islamischer Terror notwendig wäre. Wer als Flüchtling hier in Deutschland ist ist mir solange willkommen bis er/sie straffällig wird oder in einer Parallel-Gesellschaft untertaucht.",2017-08-31 12:17:03.043729,NULL
20,biggi,Welche Punkte würden Sie ergänzen? (55),"mehr Sicherheitskrontrollen,eine bessere Integration der Flüchtlinge",2017-08-31 12:18:23.169606,NULL
21,Darum,Welche Punkte würden Sie ergänzen? (55),Länderübergreifende Zusammenarbeit würde ich einen Extrapunkt sehen und wäre wichtig dies in einer Extrarunde einzunehmen.,2017-08-31 13:11:37.758067,NULL
22,flukas,Welche Punkte würden Sie ergänzen? (55),"Bestehende Gesetze konsequenter anwenden und Gefaehrder wirkungsvoll an die Leine legen.Notfalls durch Vorbeugehaft,aber da heulen Gutmenschen sofort auf.",2017-08-31 14:13:24.058526,NULL
23,fritz1965,Welche Punkte würden Sie ergänzen? (55),Dieser Plan setzt keinen Zeitrahmen. Es sind alles nur Absichtserklärungen und es fehlt der Druck auf die Regierung das alles auch zeitnah umzusetzen.,2017-08-31 20:46:22.27891,NULL
24,KM93,Welche Punkte würden Sie ergänzen? (55),"So hart es jetzt auch klingt. Grenzkontrollen wieder einführen, zu jeder Landesgrenze.! Die Flughäfen bei einreisenden sehr viel besser überwachen. Was ist mit Zusammenarbeit außereuropäischer Länder (USA und Russland mal ausgenommen)?",2017-08-31 20:49:06.963265,NULL
25,Sammy,Welche Punkte würden Sie ergänzen? (55),Ich glaube nicht an die tatsächliche Umsetzung des 9 Punkte Plans!,2017-09-01 09:13:44.104781,NULL
26,anita,Welche Punkte würden Sie ergänzen? (55),Datenschutz aufheben,2017-09-01 10:09:55.44101,NULL
27,Afra,Welche Punkte würden Sie ergänzen? (55),"Nichts hinzufügen, einfach umsetzen und endlich handeln und nicht lamentieren",2017-09-01 10:12:49.967689,NULL
28,irina1maus,Welche Punkte würden Sie ergänzen? (55),es soll keine Nachzug von Familien statt finden,2017-09-01 10:51:24.103381,NULL
29,Livia,Welche Punkte würden Sie ergänzen? (55),"Der 9 Punkte Plan ist gut, wir möchten eine freundliche Politik und eine gute Flüchtinge Integration. Aussederm brauchen wir Sicherheit und Schutzung.",2017-09-01 10:52:36.352598,NULL
30,Katja,Welche Punkte würden Sie ergänzen? (55),Sie haben sowas von Recht! Deswegen soll man zu Wahlen am 24 September gehen und ne richtige Partei wählen.,2017-09-01 11:41:56.694095,15
31,gfd,Welche Punkte würden Sie ergänzen? (55),"Einwanderungsgesetz nötig. Wir benötigen keine Analphabeten, sondern Fachkräfte.",2017-09-01 12:07:37.859128,NULL
32,engelchengrit,Welche Punkte würden Sie ergänzen? (55),Die Grenzen müssen wieder stärker gesichert werden es kann nicht sein das jeder Deutsche am Flughafen kontroliert wird bis zum geht nicht mehr und hier ungehindert Illegale und Kriminelle in das Land einziehen wie sie wollen. Ein Zaun wie Ungarn wäre die richtige Lösung!,2017-09-01 12:52:39.615178,NULL
33,Siggi,Welche Punkte würden Sie ergänzen? (55),"Ich bin der Meinung der Plan hat die wesentlichsten Dinge, er muss nur wirklich KONSEQUENT und EFFIZIENT abgearbeitet werden, außerdem sollte er so konzipiert sein, dass Deutsche oder Europäische Gesetze nicht diesen behindern. Es muss gemacht und gelebt werden. Was vergessen wurde, wird noch früh genug auffallen.",2017-09-01 13:48:34.321852,NULL
34,HG68,Welche Punkte würden Sie ergänzen? (55),"Der Plan ist innen- und europapolitisch sicherlich ein Schritt in die richtige Richtung. Auf Dauer muss aber der zunehmende Extremismus weltweit bekämpft werden. Die Fluchtursachen müssen beseitigt werden, damit die Menschen wieder in ihre Herkunftsländer zurückgehen wollen oder gar nicht erst von dort fliehen. Dazu brauchen sie aber die Perspektive, auch dort ein lebenswertes Leben führen und ohne Angst und Entbehrungen dort leben zu können. Momentan scheint die westliche Welt ehr einen Kampf gegen die Flüchtlinge als gegen die Fluchtursachen zu führen. Es wird versucht die Menschen durch Gewalt und Mauern an der Flucht zu hindern. Dabei werden menschenverachtende Regierungen zum Partner gemacht und Verstöße gegen Menschenrechte billigend in Kauf genommen. Das Verhindern von Waffenhandel im Internet ist sicherlich sinnvoll,aber wäre es nicht viel wichtiger zu verhindern, dass aus Profitgier und um in diesen Ländern eine Pseudostabilität zu erzeugen immer wieder großen Waffenmengen an fragwürdige Machthaber oder auch nicht regierungskonforme Organisationen verkauft werden, die den Industrienationen lästige Regierungen bekämpfen. Wenn ich mich nicht sehr irre, kommen viele der Waffen, die jetzt von terroristischen Gruppen und Regimen gegen die Bevölkerung etc. benutzt werden, aus genau solchen Geschäften und politischen Entscheidungen früherer Zeit. Auch damals hat man geglaubt einen fragwürdigen Despoten durch die Unterstützung fragwürdiger Rebellengruppen, die ihn bekämpften, besiegen zu können. Aber wenn der ursprüngliche Gegner besiegt war, musste man feststellen, dass die ausgesuchten Verbündeteten auch nicht besser waren. Die Leidtragenden waren immer die Bevölkerung. Fluchtursachen verhindern und damit den Menschen ein lebenswertes Leben in ihren Herkunftsländern zu ermöglichen, ist meiner Meinung nach die wichtigste Grundlage um der Unzufriedenheit und damit der Bereitschaft vieler sich von radikalen Gruppierungen vereinnahmen zu lassen und auch die ""Flüchtlingskrise"" zu verhindern. Solange statt der Fluchtursachen die flüchtenden Menschen bekämpft werden und dass auch noch unter Zuhilfename fragwürdiger Parner und billigender Inkaufnahme von Menschenrechtsverletzungen wird sich nicht viel ändern. Wichtig wäre es, dass Entwicklungshilfe in vielen Fällen, v.a. da wo große Industriekonzerne eine tragende Rolle dabei spielen, reformiert wird. Es ist wichtig, dass die Bedürfnisse der Bevölkerung in den Entwicklungsländern mehr im Fokus steht als das Interesse der ausführenden Firmen, möglichst viel Gewinn zu machen. Fördergelder müssen tatsächlich den betroffenen Menschen helfen sich eine tragfähige Existenz aufzubauen und nicht irgendwelchen Firmen, die sich dadurch sanieren, Steuern sparen und ihre Gewinne auf Kosten der Bevölkerung zu maximieren und sie dürfen auch nicht bei korrupten Regierungen oder reichen Eliten versickern. Entwicklunghilfeprojekte dürfen nicht dazu führen, dass den dort lebenden Menschen ihre Existenzgrundlage genommen wird, weil sie als billige und rechtlose Arbeitskräfte ausgenutzt, die natürlichen Ressourcen ihres Landes ausgebeutet werden, ohne das ein Gedanke an Nachhaltigkeit verschwendet wird. Irgenetwas läuft doch bei solchen Projekten grundlegend falsch, wenn einheimische Fischre oder Landwirte ihre Existenzgrundlage verlieren, weil ihnen das Land weggenommen oder unfruchtbar gemacht und die Fische von großen Konzernen weggeschnappt werden, und die wenigen, die in den Projekten Arbeit finden von ihrem Lohn kaum leben können. Wer den Entwicklungländern wirklich helfen will tragfähige Industrien, Infrastrukturen und ein für alle zugängliches Bildungssysteme aufzubauen, muss da ganz gewaltig umdenken und sich bewusst und auch bereit sein dafür in Kauf zu nehmen, dass dies im Endeffekt dazu führt, dass die Konkurrenz auf dem Weltmarkt größer wird und es auch gewisse Nachteile für die eigenen Unternehmen mit sich bringen kann. Wobei die Frage ist, ob es wirklich im Endeffekt für die eigene Wirtschaft und Stabilität nicht mehr Nachteile mit sich bringt, wenn immer mehr Menschen nach Europa stürmen und dort Lebenshaltungskosten erzeugen und soziale Probleme verstärken, als wenn einige Waren teureer importiert werden müssen.",2017-09-01 14:03:11.046284,NULL
